fromHash,toHash,fromChainId,toChainId,fromValue,toValue,fromAmount,toAmount,fromSymbol,status,fromTimestamp,toTimestamp,sourceAddress,targetAddress,sourceMaker,targetMaker,sourceToken,targetToken,sourceDecimal,targetDecimal
0xfc3c4a8cffe653f225e2d73c2a60364db2ba0ad0e61a9c709aa44f315aa63670,0xfdbcdf0621259f3c90bf16d333de0c32f4abebf6d3c06f90384491e0afadb23c,324,534352,0.061500000000001105,0.060000000000000195,0.061500000000001105,0.060000000000000195,ETH,99,1710976665000,1710976680000,0xa5e59b08943e09247cc92be7710223208cea7639,0xa5e59b08943e09247cc92be7710223208cea7639,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,18,18
0xf6fc7c8c43d10628475783981234daf0a610c1ca5ff64b7401efc26875891ca2,0x8e581fafc7d05597ee20505c9aa0777a329f71acca10342009bbc592d7c25e4f,42161,324,0.013600000000001103,0.012000000000000110,0.013600000000001103,0.012000000000000110,ETH,99,1710975623000,1710975633000,0x6d223f8534ac0db6098d262ca26c29ad494b34a2,0x6d223f8534ac0db6098d262ca26c29ad494b34a2,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,18,18
0xf19ce16b60b02accef6e331d4a8757af799c055ff596e29e81857eaa6d41c9f2,0x5f1db6f7d071dd35a28496b5c8be7a86849ed4aeade0ed003201f85865629c61,324,10,0.040880000000001102,0.039140820000000032,0.040880000000001102,0.039140820000000032,ETH,99,1710975613000,1710975627000,0xc05fc466af93ed2c67c616c049d4de682bc2d1ac,0xc05fc466af93ed2c67c616c049d4de682bc2d1ac,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,18,18
0xd59fc3371e392af182914efee29b0d4f2cd74a856331361fd879b3c69b82a820,0xaaeb3a1784c0f94a4a209402f4fae590e3708f6d8a9bb7f5d1734cb3a8e1e4e7,42161,324,0.040600000000001103,0.039000000000000021,0.040600000000001103,0.039000000000000021,ETH,99,1710974600000,1710974610000,0x83f1880ae9ff2c1a4b38a11d9ef0737f056e1c13,0x83f1880ae9ff2c1a4b38a11d9ef0737f056e1c13,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,18,18
0x7a405525547680dbce68ee8a899c1006c1a4ada18ee20799ce0506ea08776f77,0xea0e767e2490cc2213064d2c2c728c56db9bd6715afafad786c3321095190aad,324,1,0.056000000000001101,0.049950000000000013,0.056000000000001101,0.049950000000000013,ETH,99,1710974282000,1710974303000,0x1656f1f4a0b358b00bcaa31e1b0faca8e5e01003,0x1656f1f4a0b358b00bcaa31e1b0faca8e5e01003,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,18,18
0xe1bdc03ad182c5dc6f2da917d3e04112259173bb1a1c08e1527dd1f122f0501c,0xf9ea58baa69278d762ed4a450ebb04ea7fcb49902c3594ea8771ffe098d56ca1,42161,10,0.002200000000001102,0.000999900000000018,0.002200000000001102,0.000999900000000018,ETH,99,1710974087000,1710974103000,0x83f1880ae9ff2c1a4b38a11d9ef0737f056e1c13,0x83f1880ae9ff2c1a4b38a11d9ef0737f056e1c13,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,18,18
0xe0fb28228b020b177c1655d4e0ffbf8b52ee3ef41fcfd4800c7bc7b5181eab1a,0xb297effe070283007b6499f3952b1b6509e7b4ae74f0770ba57342f82ef92a5f,324,534352,0.061500000000001105,0.060000000000000128,0.061500000000001105,0.060000000000000128,ETH,99,1710974049000,1710974065000,0x8c6eaf2579bb4e268e044356017466a958de20e9,0x8c6eaf2579bb4e268e044356017466a958de20e9,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,18,18
0xdc935fc573e4c6311ad2b9e0fe718c6f45229f47d7749296146a53a776a9251d,0x9161fc793ac06d030875feffbae550cd07a688dc6278ad0af61427ed20d789c2,1,324,0.037485000000001103,0.035385000000000056,0.037485000000001103,0.035385000000000056,ETH,99,1710971435000,1710971467000,0x281bfb17bb47835a0e462dc3fc6d0bf3f69e0282,0x281bfb17bb47835a0e462dc3fc6d0bf3f69e0282,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,18,18
0x4c11e7a330531c8f6ff3502246465600b3473bf803c1c144e70a4a58f42aa092,0x345e10ce3247d72db6dad24bfe3ab553330ced1777b7103f38416c47c00c24b7,324,42161,0.002300000000001104,0.000999000000000261,0.002300000000001104,0.000999000000000261,ETH,99,1710971066000,1710971076000,0x83f1880ae9ff2c1a4b38a11d9ef0737f056e1c13,0x83f1880ae9ff2c1a4b38a11d9ef0737f056e1c13,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,18,18
0xcea0346d0b21c7c0163d1c9885b1b16eb808e62ce0480ebf71f955ee8f4c0f05,0x37ae3ceb736755e78a5f1c38b1044ba2d9300b34a0c0076b13c9103ef1ec7c07,42161,324,0.020067000000001103,0.018467000000000015,0.020067000000001103,0.018467000000000015,ETH,99,1710971016000,1710971024000,0x83f1880ae9ff2c1a4b38a11d9ef0737f056e1c13,0x83f1880ae9ff2c1a4b38a11d9ef0737f056e1c13,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,18,18
0xd8158dc4ce857dedab6eeb242679edaa1fc12b777d6990c3df367125fc154494,0xe509b554107281682e50dff6f11e5f26291f557d9a66164e56af557fa777283c,324,42161,0.003300000000001104,0.001998000000000260,0.003300000000001104,0.001998000000000260,ETH,99,1710970970000,1710970979000,0x83f1880ae9ff2c1a4b38a11d9ef0737f056e1c13,0x83f1880ae9ff2c1a4b38a11d9ef0737f056e1c13,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,18,18
0x7e4164e0677762da21cb29a98c2973a54cc76d8222e9153cd004553d4fdef4cf,0x67a1a3e518f4ded88b1e9c78171dab76180c3d543b12dd1d128efbc0608cd1f1,1,324,0.014592000000001103,0.012492000000000026,0.014592000000001103,0.012492000000000026,ETH,99,1710970379000,1710970412000,0x83f1880ae9ff2c1a4b38a11d9ef0737f056e1c13,0x83f1880ae9ff2c1a4b38a11d9ef0737f056e1c13,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,18,18
0x1792e62c952d5ca0c8017073f86dbe328db9fc9005b711c210fc2c87e16c06b8,0x2dd6b7a4536291d1abb9368e09873b757c0bbb9f5f65b86e599ab08b546f9b0f,324,42161,0.004300000000018104,0.002997000000000090,0.004300000000018104,0.002997000000000090,ETH,99,1710967914000,1710967925000,0xb4909ef32009c5c020a0ed50cb30203190470cf3,0xb4909ef32009c5c020a0ed50cb30203190470cf3,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,18,18
0x107fb9eb6670475c3aea88191be584919e4e707e00d4a107b003b0f4a0b16a67,0xbbe7d89a1a2b0f8a2564adedcedb47b44171bfec0ec881eab92a8f2a75edb1c4,1,324,0.092820000000001103,0.090720000000000217,0.092820000000001103,0.090720000000000217,ETH,99,1710967535000,1710967569000,0x7be868a6e2589269c16b10756774981a51a9f8f7,0x7be868a6e2589269c16b10756774981a51a9f8f7,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,18,18
0xf616d40bf629b42f064d65b8551ea8d582aa3e85b2c42aacca88d9c78fc117ac,0x29e3a1587ca1d222404c2c35abe043bd953c8d065b1678458c6afeb313cffc75,324,534352,0.009000000000007105,0.007500000000000002,0.009000000000007105,0.007500000000000002,ETH,99,1710966410000,1710966426000,0x0c99cd06d91519834fd508fce64188d2a6032861,0x0c99cd06d91519834fd508fce64188d2a6032861,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,18,18
0xae1f4181b96c373d39f4a3ced3be12dca3bc3a90d4b988314fef2e1cce5d5366,0x28b65b638d7cc7c475ad01fcca5c2094edd4ce6c4ae74e5b33f190843db63ae4,324,534352,0.012800000000001105,0.011300000000000107,0.012800000000001105,0.011300000000000107,ETH,99,1710964107000,1710964121000,0x796267c000176f43e4bfd357c55b39cd3b249e06,0x796267c000176f43e4bfd357c55b39cd3b249e06,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,18,18
0x55fa64795f79ee22dc0d5291cc687d300222615d8fa5b2a1fa7f8f1dce7bea35,0xd9345c8669c5185ac5e524316f6bfeacadefe6e60a6f98d104fa6721bc4223c5,324,10,0.003700000000018102,0.001998000000000238,0.003700000000018102,0.001998000000000238,ETH,99,1710962900000,1710962915000,0xe861ab06c700aec8c8d2535cd7ad04bb1552b67b,0xe861ab06c700aec8c8d2535cd7ad04bb1552b67b,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,18,18
0xbf5b09c84767f50844f58d7b7ea31dad87c4abebb923069bf950e4799951be94,0x775e12bb9e4a5f9db94a13a230b0985449b3e02fa057ed9c67dec732e5435869,1,324,0.202100000000018103,0.200000000000000861,0.202100000000018103,0.200000000000000861,ETH,99,1710961211000,1710961243000,0x0d7cf9acfd45b897ac221f027110792a37f37d8f,0x0d7cf9acfd45b897ac221f027110792a37f37d8f,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,18,18
0x6c76ceebb7e5f4d16aae9a64d26571805b4f340994d6c96d1570a4346a0d599d,0xd63d774c592ba3d72153e44f8333ddae6443e564ed141b48e8fc3c2304f62e07,324,42161,0.008300000000001104,0.006993000000000355,0.008300000000001104,0.006993000000000355,ETH,99,1710960952000,1710960963000,0xa8aa7c340715e317a2547808f51adab24ac64b11,0xa8aa7c340715e317a2547808f51adab24ac64b11,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,18,18
0x52139774cd6710f3e8ac02471d1fd609566d21fc87b67db7d354b77316bbaa29,0xa95ec28192eff608e5dbea5300152717550a9a34d437c95c4d4762690294bcd5,1,42161,0.021200000000001104,0.019997000000000005,0.021200000000001104,0.019997000000000005,ETH,99,1710960755000,1710960829000,0xd0d6aec88a7b4276b2f8fb854ee64d1865f6beb9,0xd0d6aec88a7b4276b2f8fb854ee64d1865f6beb9,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,18,18
0xf1bb71673f1c38ef682c601c956b98f39ff0f1410f23d496aee1319e3df782c7,0xe45042d2bed71b2fdd57d4ee1d68b51e3dea4bb6cf70ab145178fbe7c41ae0a0,534352,10,1.984900000000004102,1.982608200000000128,1.984900000000004102,1.982608200000000128,ETH,99,1710959311000,1710959325000,0xe5355dc199cdb7699c15dc985f1401f979879416,0xe5355dc199cdb7699c15dc985f1401f979879416,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,18,18
0x7de718fb1bbcd95e7ccbd1ecacf141dfc090e19df1bbe6ee9330b9526a31c493,0xaf11cfe59b085627344c662470d321bbb615407f8db9fef630064b2ebcf2dca3,534352,1,0.348000000000005101,0.342828500000000001,0.348000000000005101,0.342828500000000001,ETH,99,1710959227000,1710959315000,0xb7a90987159a89bf7f50734e44a83151aae7914f,0xb7a90987159a89bf7f50734e44a83151aae7914f,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,18,18
0x43ed39f890df97fed7f8c6833f2cdb8b8e5870c33c1bb27e042c371dec118a8c,0x56a515f7944b249d824fda5b336dd6dd9b06d185dd0b8f62f9387b767c7e7e8c,42161,1,0.207470000000001101,0.200009979000000025,0.207470000000001101,0.200009979000000025,ETH,99,1710958820000,1710958835000,0xcb2a5804f68555e53ee5ac8b5f54c0bee339ed14,0xcb2a5804f68555e53ee5ac8b5f54c0bee339ed14,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,18,18
0x98555fc43e146dba0de2fea4ae0c4f6434a6888e5b8b98edf6492af403ba317e,0xedb794ed244085d5c353ed49dafeb7a968f21109934444c6d913c0b3f3e2140b,1,10,0.081757000000005102,0.080044991450000005,0.081757000000005102,0.080044991450000005,ETH,99,1710958079000,1710958113000,0xee2a567b09e15ae93fc94456ff6474d2bf8fa99a,0xee2a567b09e15ae93fc94456ff6474d2bf8fa99a,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,18,18
0xe7569d0f43f1cea8d87dd9af63f04887e0b909d749870d043d690bf628750379,0x4af52ae14f2899ac8f971cae30eb722800de63b4a6e63f572e7ffb767ccc8fd3,324,1,0.016000000000001101,0.009990000000000010,0.016000000000001101,0.009990000000000010,ETH,99,1710958044000,1710958067000,0x39115d9449d81d6e9645894de5398373ea11ebbf,0x39115d9449d81d6e9645894de5398373ea11ebbf,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,18,18
0xc6b45c9f5d59e4c6732eb8d241ce89794e1df97d8bfac48e38b51b174e30d35d,0x22f6b63517bd7641872ac76f58298353a2a60e616ed8fada792f6ee4c58beda9,10,1,0.098744000000005101,0.091316596800000000,0.098744000000005101,0.091316596800000000,ETH,99,1710957387000,1710957407000,0xee2a567b09e15ae93fc94456ff6474d2bf8fa99a,0xee2a567b09e15ae93fc94456ff6474d2bf8fa99a,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,18,18
0xb5584340b92d18c8b87813be593e6b624a607a463a76cd6bef40f6d3b781e9c5,0xdb805e84a102ad99feb6c794c2d4fc4216cfe7b430f489162144cd020149214e,324,42161,0.005300000000001104,0.003996000000000124,0.005300000000001104,0.003996000000000124,ETH,99,1710957308000,1710957319000,0x7a7cba434ef554c0a27646e820738dcd9e847c1d,0x7a7cba434ef554c0a27646e820738dcd9e847c1d,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,18,18
0xd09bb392d983a3b340f9a0435ecee4066627cb49bf76aaa7d054d4c60cd1aeb1,0x28f5f002610f0a62b751c7561187d4d33c653d53775beaf053658dc580d74714,324,42161,0.011300000000007104,0.009990000000000019,0.011300000000007104,0.009990000000000019,ETH,99,1710957253000,1710957264000,0x85fee92e57343e4c4e4a9c1c40dc8aafa48919ea,0x85fee92e57343e4c4e4a9c1c40dc8aafa48919ea,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,18,18
0x09caad56def0ee50e47d7881c6b9a78cd3bc51607ae41f7eedc9d1b0430315ab,0xbd5078d92f234c118240acafd99898343945c28132f3885bb30209a60e98b26f,1,324,0.059411000000001103,0.057311000000000019,0.059411000000001103,0.057311000000000019,ETH,99,1710956699000,1710956733000,0xb344698d6806168163d9df2ee46b544b3e3fec1e,0xb344698d6806168163d9df2ee46b544b3e3fec1e,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,18,18
0x44414a91b3bb914798de7dee0f0d2d986eaf285e34388d3f9cc9d6e788bec650,0x9297d59258aef586dbf52044d3c922dcbc9a7976a7e2650f23b1c3a0ed7b4a72,1,324,0.012100000000001103,0.010000000000000003,0.012100000000001103,0.010000000000000003,ETH,99,1710955487000,1710955521000,0xd37589c672a70c8d25e553a35adaa3d44892086b,0xd37589c672a70c8d25e553a35adaa3d44892086b,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,18,18
0x399fb6b6e958e753ad4faa2fabd4518c6640d4bcd81da00cba852f24b68352a4,0xe0df4d96f56d0baf02fd916fcac0dd99ddacbf6db84002aba3c1c337795b8901,324,1,0.041000000000001101,0.034965000000000206,0.041000000000001101,0.034965000000000206,ETH,99,1710953818000,1710953831000,0x6fddfa63c80e222f8237d03d80d8b44fe882f508,0x6fddfa63c80e222f8237d03d80d8b44fe882f508,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,18,18
0x15bbb1938eb60e78092c660fcc3d70d8b605063c799a3f6b350f5ab4bf78ec3a,0x953106fa6d5f20eaed6b14c68ad679e5d7303bb7fcda80f8cf8fb54c1061faa5,42161,324,0.161600000000001103,0.160000000000000006,0.161600000000001103,0.160000000000000006,ETH,99,1710953463000,1710953473000,0x140cefdfd08000daf4505670dd817b2a4e20e723,0x140cefdfd08000daf4505670dd817b2a4e20e723,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,18,18
0x666f7a321fe98b93d61497fd2af6b01bb8de45f1fe4af6bd460f33e30ad48dbc,0xe37edab30fe39257a95546c82528a3e8800205b2bc7fbadd8ffcafd7606c1bae,324,42161,0.151300000000001104,0.149850000000000196,0.151300000000001104,0.149850000000000196,ETH,99,1710953409000,1710953419000,0x140cefdfd08000daf4505670dd817b2a4e20e723,0x140cefdfd08000daf4505670dd817b2a4e20e723,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,18,18
0xd7959fcef213fa7684b0175a229a541b8bc4f7abc56d095444020842faa02daa,0x995177fc8bd9c9ea1ae6c1174881e22605edc5205e60d056092baf82147f214f,324,1,0.015700000000001101,0.009690300000000255,0.015700000000001101,0.009690300000000255,ETH,99,1710952583000,1710952595000,0x49aca92fe340e30af793175bb75a20838e114176,0x49aca92fe340e30af793175bb75a20838e114176,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x8086061cf07c03559fbb4aa58f191f9c4a5df2b2,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,18,18
